"zone","state","sector","lga","ea","hhid","qa_type","dist_road2","dist_popcenter2","dist_market","dist_border2","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","afmnslp_pct","srtm_nga","twi_nga","srtm_nga_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2012_tot","h2012_wetQ","h2012_wetQstart","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2012_eviarea","h2012_evimax","h2012_grn","h2012_sen","LAT_DD_MOD","LON_DD_MOD","distY1Y2"
4,1,1,115,670,10001,1,0.9,3.74,48.55,532.72,4.85,260,246,2157,323,907,38,30,313,6.59,141,16,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10002,1,0.99,3.71,48.64,532.7,4.83,260,246,2157,323,907,40,30,313,6.59,142,13,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10003,1,0.89,3.77,48.55,532.76,4.89,260,246,2157,323,907,38,30,313,6.59,141,16,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10004,1,0.81,3.83,48.47,532.8,4.94,260,246,2157,323,907,39,30,313,6.59,145,13,4,3,2,1,1,1,1,1,1901,890,16,1787,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10005,1,1.85,3.72,44.91,529.88,3.94,259,246,2169,325,912,28,20,313,3.6,163,12,4,3,2,1,1,1,1,1,1894,886,16,1783,764,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10006,2,0.83,3.72,48.48,532.7,4.83,260,246,2157,323,907,38,30,313,6.59,141,12,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10008,1,0.95,3.87,48.62,532.86,4.99,260,246,2157,323,907,39,30,313,6.59,145,16,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10009,2,0.83,3.72,48.48,532.7,4.83,260,246,2157,323,907,38,30,313,6.59,141,12,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,1,115,670,10010,1,0.83,3.72,48.48,532.7,4.83,260,246,2157,323,907,38,30,313,6.59,141,12,4,3,2,1,1,1,1,1,1901,890,16,1788,760,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.53545594433,7.53153560163,
4,1,2,104,1364,10011,1,0.02,0.18,57.57,543.7,17.04,264,250,2140,320,902,30,30,313,8.78,134,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10012,2,0.05,0.26,57.62,543.77,17.12,264,250,2140,320,902,30,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10013,1,0.04,0.23,57.61,543.74,17.09,264,250,2140,320,902,30,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10014,1,0.02,0.21,57.58,543.73,17.07,264,250,2140,320,902,32,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10015,2,0.05,0.26,57.62,543.77,17.12,264,250,2140,320,902,30,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10016,1,0,0.19,57.56,543.72,17.05,264,250,2140,320,902,32,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10017,1,0.07,0.24,57.63,543.74,17.1,264,250,2140,320,902,30,30,313,8.78,138,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10018,1,0.06,0.23,57.62,543.73,17.09,264,250,2140,320,902,30,30,313,8.78,138,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,104,1364,10019,1,0.05,0.22,57.61,543.73,17.08,264,250,2140,320,902,30,30,313,8.78,137,13,4,3,2,1,1,1,1,1,1928,910,17,1808,753,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.55555406781,7.611029751,
4,1,2,106,880,10021,2,4.79,24.61,24.26,524.27,24.18,261,248,2227,339,951,18,40,314,1.62,113,19,1,3,2,1,1,1,1,1,1885,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10022,1,4.4,24.61,24.37,523.89,24.17,261,248,2219,338,949,6,40,313,1.83,116,13,1,3,2,1,1,1,1,1,1884,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10023,2,4.79,24.61,24.26,524.27,24.18,261,248,2227,339,951,18,40,314,1.62,113,19,1,3,2,1,1,1,1,1,1885,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10024,1,4.26,24.56,24.46,523.76,24.11,261,248,2219,338,949,6,40,313,1.83,115,13,1,3,2,1,1,1,1,1,1883,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10025,61,4.77,24.6,24.28,524.26,24.17,261,248,2227,339,951,18,40,314,1.62,119,14,1,3,2,1,1,1,1,1,1885,872,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10026,1,4.8,24.62,24.24,524.28,24.2,261,248,2227,339,951,18,40,314,1.62,113,19,1,3,2,1,1,1,1,1,1885,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10027,1,4.5,24.63,24.32,523.98,24.19,261,248,2225,339,952,8,40,314,1.78,115,13,1,3,2,1,1,1,1,1,1884,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10028,1,4.78,24.63,24.25,524.26,24.2,261,248,2227,339,951,12,40,314,1.62,113,19,1,3,2,1,1,1,1,1,1885,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10029,1,4.72,24.65,24.25,524.19,24.22,261,248,2227,339,951,12,40,314,1.62,113,15,1,3,2,1,1,1,1,1,1884,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,2,106,880,10030,1,4.71,24.63,24.27,524.18,24.2,261,248,2227,339,951,8,40,314,1.62,113,15,1,3,2,1,1,1,1,1,1884,871,16,1817,766,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.35086568605,7.40188916719,
4,1,1,111,1146,10031,1,0.87,2.79,1.99,526.51,46.26,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10032,1,0.84,2.76,1.96,526.5,46.29,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10033,1,0.81,2.66,1.86,526.58,46.37,264,251,2314,365,1006,10,110,314,4.02,69,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10034,2,0.83,2.72,1.92,526.53,46.32,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10035,1,0.75,2.65,1.85,526.52,46.4,264,251,2318,367,1009,10,110,314,1.15,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10036,2,0.83,2.72,1.92,526.53,46.32,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10037,1,0.81,2.69,1.89,526.56,46.35,264,251,2314,365,1006,10,110,314,4.02,69,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10038,1,0.85,2.78,1.98,526.5,46.28,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,4,1,410,0,10039,4,0.83,2.72,1.92,526.53,46.32,264,251,2314,365,1006,10,110,314,4.02,67,14,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,111,1146,10040,1,0.72,2.67,1.87,526.46,46.41,264,251,2314,365,1006,8,110,314,4.02,66,16,1,3,2,1,1,1,1,1,1915,856,18,1804,785,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.14203254737,7.37471602851,
4,1,1,102,536,10041,1,0.77,1.1,1.13,526.45,48.95,264,251,2330,369,1014,0,110,314,1.13,63,17,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10042,1,0.81,1.1,1.09,526.44,48.89,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10043,1,0.84,1.14,1.12,526.4,48.89,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10044,1,0.15,1.26,1.76,526.72,49.82,264,251,2333,371,1017,0,110,314,1.24,63,14,1,3,2,1,1,1,1,1,1920,859,18,1806,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10045,1,0.82,1.13,1.12,526.41,48.91,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10046,1,0.82,1.09,1.07,526.44,48.86,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10047,1,0.8,1.13,1.16,526.41,48.97,264,251,2330,369,1014,0,110,314,1.13,63,17,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10048,1,0.8,1.12,1.14,526.42,48.94,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10049,1,0.77,1.09,1.11,526.45,48.94,264,251,2330,369,1014,0,110,314,1.13,63,17,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,536,10050,1,0.82,1.11,1.09,526.43,48.88,264,251,2330,369,1014,0,110,314,1.13,63,16,1,3,2,1,1,1,1,1,1919,858,18,1805,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.11421765924,7.3745962586,
4,1,1,102,1690,10051,1,1.34,2.17,2.95,527.89,51.04,264,251,2357,374,1027,6,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10052,1,1.34,2.16,2.94,527.9,51.02,264,251,2357,374,1027,1,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10053,1,1.42,2.28,3.07,527.95,51.14,264,251,2357,374,1027,6,110,314,0.94,56,19,1,3,2,1,1,1,1,1,1923,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10054,1,1.34,2.17,2.95,527.89,51.03,264,251,2357,374,1027,6,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10055,1,1.37,2.2,2.98,527.91,51.06,264,251,2357,374,1027,6,110,314,0.94,56,19,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10056,2,1.37,2.18,2.96,527.92,51.04,264,251,2357,374,1027,6,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10057,2,1.37,2.18,2.96,527.92,51.04,264,251,2357,374,1027,6,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10058,1,1.34,2.17,2.95,527.89,51.03,264,251,2357,374,1027,6,110,314,0.94,56,15,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10059,1,1.36,2.2,2.98,527.9,51.06,264,251,2357,374,1027,6,110,314,0.94,56,19,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,1,102,1690,10060,1,1.37,2.2,2.98,527.91,51.06,264,251,2357,374,1027,6,110,314,0.94,56,19,1,3,2,1,1,1,1,1,1922,861,18,1811,790,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.09037333332,7.36620770377,
4,1,2,107,1044,10061,1,9.73,20.96,20.24,528.24,27.96,261,248,2246,344,960,14,40,314,1.54,110,15,1,3,2,1,1,1,1,1,1906,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10062,1,10.03,20.8,20.08,528.5,28.16,261,248,2246,344,960,8,40,314,1.54,109,15,1,3,2,1,1,1,1,1,1907,872,16,1815,774,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10063,1,9.55,20.97,20.24,528.06,27.95,261,248,2246,344,960,14,40,314,1.54,111,15,1,3,2,1,1,1,1,1,1905,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10064,1,9.6,21.01,20.29,528.13,27.91,261,248,2246,344,960,14,40,314,1.54,110,15,1,3,2,1,1,1,1,1,1905,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10065,1,9.77,20.85,20.13,528.25,28.08,261,248,2246,344,960,8,40,314,1.54,109,14,1,3,2,1,1,1,1,1,1906,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10066,1,9.73,20.91,20.19,528.23,28.02,261,248,2246,344,960,14,40,314,1.54,109,15,1,3,2,1,1,1,1,1,1906,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10067,1,9.89,20.87,20.15,528.38,28.07,261,248,2246,344,960,8,40,314,1.54,111,14,1,3,2,1,1,1,1,1,1906,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10068,1,9.87,20.88,20.16,528.37,28.06,261,248,2246,344,960,8,40,314,1.54,111,14,1,3,2,1,1,1,1,1,1906,872,16,1816,773,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10069,1,10.01,20.82,20.1,528.49,28.14,261,248,2246,344,960,8,40,314,1.54,109,15,1,3,2,1,1,1,1,1,1907,872,16,1815,774,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,107,1044,10070,1,10.83,22.04,21.34,529.66,27.1,261,248,2243,343,957,28,30,314,1.36,115,13,1,3,2,1,1,1,1,1,1912,876,16,1816,774,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.31524834074,7.4334346461,
4,1,2,117,560,10071,1,0.38,11.01,58.12,512.01,43.54,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1766,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10072,1,0.54,11.04,58.02,511.87,43.68,261,247,2003,309,854,17,120,313,7.98,231,12,6,2,2,2,1,1,1,2,1720,801,15,1765,857,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10073,1,0.41,11.04,58.08,511.99,43.58,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1765,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10074,1,0.35,10.99,58.14,512.02,43.51,261,246,2008,310,857,17,120,313,6.68,216,13,6,2,2,3,1,1,1,3,1721,801,15,1766,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10075,1,0.54,11.04,58.02,511.87,43.67,261,247,2003,309,854,17,120,313,7.98,231,12,6,2,2,2,1,1,1,2,1720,801,15,1765,857,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10076,1,0.43,10.98,58.12,511.95,43.56,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1765,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10077,1,0.41,11.02,58.09,511.98,43.57,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1765,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10078,1,0.37,11.01,58.12,512.01,43.54,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1766,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10079,1,0.4,10.99,58.12,511.98,43.55,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1765,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,117,560,10080,1,0.42,10.98,58.12,511.95,43.55,261,247,2003,309,854,17,120,313,7.98,227,12,6,2,2,2,1,1,1,2,1721,801,15,1765,856,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.91892832509,7.42249845731,
4,1,2,110,76,10081,1,5.44,7.38,80.13,553.66,40.73,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,110,76,10082,1,5.41,7.34,80.15,553.69,40.75,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,1,110,0,10083,4,1.68,3.86,3.62,530.15,46.21,263,251,2330,368,1011,19,20,314,1.41,69,15,1,3,2,1,1,1,1,1,1920,860,18,1809,791,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.12915815217,7.38723638073,82.3162
4,1,2,110,76,10084,1,5.48,7.37,80.08,553.64,40.76,266,252,2051,313,884,43,30,313,6.38,128,12,4,2,2,2,1,1,1,2,1903,889,16,1858,789,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,110,76,10085,1,2.45,3.79,81.64,557.3,71.12,269,254,2051,312,885,53,30,313,4.23,82,13,4,2,2,2,1,1,1,2,1923,899,16,1879,784,17,41.6,0.438,126,319,43.8,0.4161,118,312,5.77121166469,7.7768731363,
4,1,2,110,76,10086,1,5.39,7.34,80.17,553.7,40.75,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,110,76,10087,1,5.43,7.34,80.12,553.68,40.77,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,789,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,110,76,10088,1,5.4,7.36,80.17,553.68,40.72,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,110,76,10089,1,5.38,7.34,80.19,553.71,40.74,266,252,2051,313,884,43,30,313,6.38,123,12,4,2,2,2,1,1,1,2,1904,889,16,1859,788,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.77121166469,7.7768731363,
4,1,2,105,638,10091,1,6.63,18.59,32.51,535.67,18.81,262,249,2212,333,932,55,30,314,5.49,101,14,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10092,1,6.59,18.41,32.64,535.59,18.63,261,248,2218,334,934,55,30,314,3.91,105,14,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10094,1,6.63,18.4,32.62,535.54,18.62,261,248,2218,334,934,55,30,314,3.91,105,14,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10096,1,6.52,18.55,32.6,535.74,18.78,262,249,2212,333,932,55,30,314,5.49,100,17,4,3,2,1,1,1,1,1,1931,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10097,1,6.57,18.44,32.64,535.63,18.67,262,249,2212,333,932,55,30,314,5.49,102,13,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10098,1,6.62,18.42,32.62,535.56,18.64,261,248,2218,334,934,55,30,314,3.91,105,12,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10099,1,6.61,18.38,32.65,535.55,18.6,261,248,2218,334,934,55,30,314,3.91,105,14,4,3,2,1,1,1,1,1,1930,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,105,638,10100,1,6.59,18.58,32.53,535.7,18.81,262,249,2212,333,932,55,30,314,5.49,101,14,4,3,2,1,1,1,1,1,1931,899,17,1802,778,17,38.3,0.494,103,335,43.6,0.4843,106,339,5.38520298007,7.5278870437,
4,1,2,108,904,10101,1,0.23,21.07,70.28,529.94,22.15,263,249,2069,312,880,26,40,313,8.36,170,11,4,3,2,1,1,1,1,1,1845,863,17,1807,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10102,1,0.18,21.05,70.23,529.9,22.09,263,249,2069,312,880,26,40,313,8.36,156,12,4,3,2,1,1,1,1,1,1845,863,17,1807,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10103,1,0.19,20.92,70.28,530.15,22.15,263,249,2069,312,880,24,40,313,8.36,160,12,4,3,2,1,1,1,1,1,1845,863,17,1807,800,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10104,1,0.01,21,70.02,529.75,21.88,263,249,2069,312,880,26,40,313,8.36,130,15,4,3,2,1,1,1,1,1,1845,863,17,1806,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10105,1,0.17,21.1,70.19,529.81,22.06,263,249,2069,312,880,26,40,313,8.36,151,13,4,3,2,1,1,1,1,1,1845,863,17,1806,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10106,1,0.22,20.91,70.32,530.21,22.19,264,250,2068,312,880,24,40,313,7.12,159,12,4,3,2,1,1,1,1,1,1845,863,17,1807,800,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10107,1,0.13,21.06,70.15,529.8,22.01,263,249,2069,312,880,26,40,313,8.36,151,13,4,3,2,1,1,1,1,1,1845,863,17,1806,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10108,1,0.17,21.01,70.23,529.97,22.09,263,249,2069,312,880,26,40,313,8.36,156,12,4,3,2,1,1,1,1,1,1845,863,17,1807,801,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
4,1,2,108,904,10109,1,0.03,20.89,70.01,529.91,21.88,263,249,2069,312,880,26,40,313,8.36,136,15,4,3,2,1,1,1,1,1,1846,863,17,1806,800,18,38.3,0.494,103,335,43.6,0.4843,106,339,5.69861467033,7.51949932817,
