hhid,lat_dd_mod,lon_dd_mod,dist_road2,dist_popcenter2,dist_market,dist_border2,dist_admctr,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,popdensity,hybrid_V8,ssa_aez09,afmnslp_pct,srtm_1k,twi,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2018_tot,h2018_wetQ,h2018_wetQstart,qstartavg,ndvi_avg,ndvi_max,h2018_ndvi_avg,h2018_ndvi_max 
80011,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80012,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80013,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80014,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80015,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80016,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80017,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80018,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80019,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80020,11.89316454,13.14611647,0.3,5,5.9,520.5,5,258,257,598,211,469,388,29,312,1,320,15,3,3,1,1,1,1,1,633,467,18,752,588,17,24,0.263,0.324,0.215,0.253
80091,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80092,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80093,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80095,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80097,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80098,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80099,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80100,10.57705789,12.17646513,2.8,21.5,43.4,539.2,21.5,239,228,885,256,618,143,37,312,5,730,13,1,1,2,1,1,1,2,1079,638,19,1149,725,19,24,0.319,0.393,0.251,0.377
80101,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80102,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80103,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80104,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80105,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80106,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80107,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80108,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80109,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
80110,10.27728984,12.20242805,1.8,2.3,2.5,228,2.3,262,249,864,238,590,60,46,312,13,314,11,1,1,3,1,1,1,3,1072,627,19,1093,721,19,23,0.322,0.405,0.28,0.374
89001,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89002,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89003,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89004,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89005,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89006,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89007,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89009,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89010,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89011,11.88534042,13.11145183,1.2,23.5,23.7,220.3,23.5,257,256,600,211,469,486,51,312,1,321,14,3,3,1,1,1,1,1,633,466,18,755,592,17,23,0.251,0.31,0.197,0.233
89015,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89016,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89017,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89019,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89020,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89021,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89022,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89023,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89024,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
89028,11.88211711,13.15461689,6.8,33.5,33.7,206.2,33.5,258,257,601,212,470,465,40,312,1,319,23,3,3,1,1,1,1,1,640,470,18,755,589,17,24,0.265,0.326,0.217,0.254
90001,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90002,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90003,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90004,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90005,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90006,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90007,5.208255208,7.744503424,3.4,26.3,60.5,587,26.3,264,252,2336,353,978,744,39,314,2,97,17,3,2,1,1,1,1,1,1975,911,18,2301,1076,16,24,0.252,0.343,0.233,0.274
90008,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90009,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90010,5.050739112,8.339414104,13.1,30.9,30.2,197.3,30.9,264,254,2708,416,1160,559,34,314,9,37,11,3,2,1,1,1,1,1,2160,976,18,1748,703,16,20,0.237,0.315,0.224,0.26
90021,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90022,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90025,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90026,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90027,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90028,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90029,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90030,5.107489918,8.182432777,0.8,21.1,21.2,231,21.1,264,253,2590,391,1092,247,44,314,5,64,16,3,2,1,2,2,1,1,2104,951,17,1861,781,16,21,0.25,0.324,0.23,0.283
90041,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90042,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90043,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90044,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90045,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90046,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90047,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90048,5.934345969,8.147025769,1.8,21.9,107,450.8,21.9,273,259,2092,315,905,546,44,313,5,70,15,3,2,1,1,1,1,1,1805,846,17,1879,941,13,26,0.409,0.498,0.415,0.468
90091,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90092,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90093,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90094,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90095,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90096,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90097,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90098,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90099,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
90100,6.80038984,8.927030391,1.7,12.8,12.7,242.5,12.8,268,257,1761,292,807,114,59,313,3,105,12,3,2,2,1,1,1,2,1682,810,18,1444,695,13,22,0.284,0.35,0.249,0.319
99001,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99002,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99003,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99004,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99005,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99006,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99008,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99009,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99010,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99011,6.632266489,8.884224123,0.2,7.9,122.1,251,7.9,267,255,1877,303,857,421,16,313,4,119,12,3,2,2,1,1,1,2,1797,855,18,1583,711,13,24,0.337,0.42,0.288,0.322
99013,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99014,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99015,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99016,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99017,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99018,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99019,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99020,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99021,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99023,5.075523694,8.3542794,3.5,19.5,19.8,234.4,19.5,263,253,2694,413,1154,2004,44,314,7,56,15,3,2,1,1,1,1,1,2182,986,18,1766,705,16,20,0.245,0.33,0.233,0.272
99026,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99027,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99029,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99030,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99031,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99032,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99033,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99034,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99035,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99036,4.923437023,8.31965714,1,2.3,2.5,229.8,2.3,264,256,2796,432,1198,3033,0,314,2,15,13,0,0,0,0,0,0,0,2119,959,18,1845,777,16,19,0.246,0.316,0.26,0.354
99037,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99038,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99039,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99040,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99041,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99043,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99044,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99045,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99046,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99048,5.885821495,8.776051314,7.2,51.9,60.3,195,51.9,266,254,2413,367,1049,113,26,314,4,135,20,2,2,1,1,1,1,1,2193,1003,19,2000,771,23,22,0.366,0.456,0.409,0.502
99051,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99052,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99053,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99054,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99055,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99056,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99057,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99058,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
99059,5.7991998,8.714229045,1.1,2.9,3.1,230.4,2.9,270,259,2437,364,1059,172,20,314,5,40,12,3,2,1,1,1,1,1,2211,1001,20,2135,855,23,25,0.345,0.453,0.35,0.432
