hhid,lat_dd_mod,lon_dd_mod,dist_road2,dist_popcenter2,dist_market,dist_border2,dist_admctr,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,popdensity,hybrid_V8,ssa_aez09,afmnslp_pct,srtm_1k,twi,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2018_tot,h2018_wetQ,h2018_wetQstart,qstartavg,ndvi_avg,ndvi_max,h2018_ndvi_avg,h2018_ndvi_max 
209112,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209113,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209114,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209115,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209116,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209117,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209118,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209119,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209120,12.32420096,7.2864829,1.1,5,165.6,396.1,5,262,254,793,252,588,309,66,312,2,460,13,2,2,1,1,1,1,1,815,537,17,1031,675,17,22,0.274,0.34,0.228,0.316
209121,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209122,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209123,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209124,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209125,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209126,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209127,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209128,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209130,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
209131,12.92022673,8.493298231,2.2,17.3,12.2,55.5,17.3,264,266,523,188,424,549,66,312,1,473,17,3,3,1,1,1,1,1,512,399,18,637,566,17,22,0.248,0.304,0.226,0.288
210001,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210002,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210003,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210004,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210005,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210006,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210007,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210008,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210009,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210010,12.44979657,4.190278199,3.4,42.5,105.3,296.2,42.5,284,271,806,219,548,2391,42,312,2,239,14,1,1,1,1,1,1,1,602,438,17,908,670,17,23,0.265,0.334,0.263,0.32
210031,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210032,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210033,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210034,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210035,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210036,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210037,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210038,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210039,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210040,11.28800189,5.919780872,14.7,28.4,29.8,300.2,28.4,258,243,1051,272,709,596,43,312,4,507,14,2,1,2,1,1,1,2,1099,676,19,1203,723,18,24,0.311,0.383,0.273,0.37
210051,9.669347927,4.909986507,7.4,18.2,11.3,48.8,18.2,273,255,1135,244,639,177,0,313,2,182,14,3,2,1,1,1,1,1,887,500,17,999,660,16,24,0.344,0.438,0.319,0.409
210052,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210053,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210054,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210055,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210056,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210057,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210058,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
210060,10.26690589,4.67390471,0.4,18.6,83.6,408.3,18.6,272,255,1069,230,653,92,65,313,2,184,15,3,3,2,1,1,1,2,882,521,19,1108,719,16,24,0.318,0.403,0.312,0.387
219001,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219002,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219003,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219004,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219005,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219006,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219007,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219008,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219009,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219010,12.29697892,4.469236729,6,25.2,82.7,312.5,25.2,281,268,837,229,572,1309,38,312,2,254,14,2,2,2,1,1,1,2,673,476,17,996,720,18,23,0.258,0.321,0.24,0.302
219014,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219015,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219017,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219018,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219019,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219020,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219021,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219022,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219023,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219024,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
219025,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219026,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219027,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219028,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219031,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219032,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219033,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219034,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219035,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219036,12.22874011,4.323345593,4.8,90,165.1,160,90,284,271,836,224,567,698,60,312,2,197,16,2,1,2,1,1,1,2,668,476,17,991,703,18,24,0.278,0.348,0.247,0.291
219038,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219039,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219040,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219041,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219042,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219043,12.50156523,4.216644372,1.5,1.9,63.9,92.8,1.9,286,273,810,202,527,234,53,312,1,200,17,1,1,1,3,2,1,1,595,434,18,869,647,17,23,0.26,0.33,0.253,0.297
219044,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219045,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219047,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219048,12.32906997,4.117333854,4.2,6.9,23,56.1,6.9,284,272,794,218,547,267,65,312,1,222,21,1,1,1,1,1,1,2,601,438,17,975,693,18,24,0.244,0.304,0.27,0.363
219049,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219051,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219052,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219054,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219055,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219056,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219057,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219058,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219059,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219060,10.5137246,4.610958212,3.5,20.9,52.1,99,20.9,273,257,1025,235,645,,79,312,0,139,36,7,7,7,7,7,7,7,865,526,19,1016,646,16,22,0.264,0.395,0.244,0.399
219061,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219062,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219063,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219064,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219065,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219066,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219067,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219069,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219070,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219071,11.17572594,6.016297006,1.1,7.8,49.5,102.8,7.8,260,245,1071,272,716,38,57,312,2,480,14,1,1,2,1,1,1,2,1128,685,19,1190,751,18,24,0.31,0.389,0.238,0.344
219076,11.02526922,3.785898827,0.2,9.8,10.4,56.3,9.8,274,257,1075,306,714,19,52,312,2,248,17,1,1,1,1,1,1,1,818,511,18,1209,806,18,25,0.336,0.418,0.323,0.427
220011,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220012,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220013,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220014,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220015,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220016,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220017,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220018,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220019,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220020,8.171908749,6.918004451,3.5,15.8,13.8,56.3,15.8,267,254,1217,239,620,59,49,313,11,227,11,2,2,2,1,1,1,2,1003,528,18,1150,520,17,24,0.333,0.425,0.337,0.461
220021,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220022,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220024,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220025,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220026,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220027,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220028,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220029,7.583729056,6.181607269,9.1,26.4,61.6,28.6,26.4,245,229,1266,234,536,1134,49,313,17,424,11,1,1,2,1,1,1,1,1041,506,16,1211,592,17,22,0.276,0.349,0.26,0.32
220051,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220052,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220053,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220054,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220055,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220056,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220057,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
220058,7.917244658,5.772112519,1.3,8.8,8.3,62.2,8.8,246,229,1263,237,554,731,10,313,10,503,14,1,1,2,1,1,1,2,1333,621,17,1358,696,17,23,0.333,0.426,0.382,0.479
