,hhid,LON_DD_MOD,LAT_DD_MOD,rade9_aggregated_mean,lightscore_aggregated_mean,prplit_aggregated_mean,zscore_aggregated_mean
0,10001,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
1,10002,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
2,10003,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
3,10004,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
4,10005,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
5,10006,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
6,10008,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
7,10009,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
8,10010,7.53153560163,5.53545594433,1.24323791571566,0.998885512796673,0.961367658147653,28.1377785635701
9,10011,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
10,10012,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
11,10013,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
12,10014,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
13,10015,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
14,10016,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
15,10017,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
16,10018,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
17,10019,7.611029751,5.55555406781,0.947812071547033,0.883073740397141,0.481260214586762,3.96133320771685
18,10021,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
19,10022,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
20,10023,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
21,10024,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
22,10025,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
23,10026,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
24,10027,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
25,10028,7.40188916719,5.35086568605,1.02043541267112,0.949690115602366,0.553846626825363,3.42085384122678
