,hhid,lon_dd_mod,lat_dd_mod,rade9_aggregated_mean,lightscore_aggregated_mean,prplit_aggregated_mean,zscore_aggregated_mean
0,10001,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
1,10002,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
2,10003,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
3,10004,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
4,10005,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
5,10008,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
6,10009,7.569493838,5.46540909,1.04020644001765,0.776222782796023,0.406403558346472,2.27023424809818
7,10010,7.531535602,5.535455944,1.20999692275717,0.992799932748037,0.887035005826491,12.9257983366363
8,10031,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
9,10032,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
10,10033,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
11,10034,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
12,10035,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
13,10036,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
14,10037,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
15,10038,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
16,10040,7.374716029,5.142032547,1.52573958289656,0.998575409827822,0.964366083993425,19.5346164743084
17,10051,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
18,10053,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
19,10054,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
20,10055,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
21,10056,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
22,10057,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
23,10058,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
24,10059,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
25,10060,7.366207704,5.090373333,1.54662809352459,0.999517237815621,0.978429980492399,17.6221155549653
26,10061,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
27,10062,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
28,10063,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
29,10064,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
30,10065,7.39632755,5.116151859,1.52450682795965,0.999995581896718,0.9729845384681,17.869068600723
31,10066,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
32,10067,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
33,10068,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
34,10069,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
35,10070,7.433434646,5.315248341,1.05066210948504,0.76682655642707,0.347193231537523,1.36958620680637
36,10071,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
37,10072,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
38,10073,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
39,10074,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
40,10075,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
41,10076,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
42,10077,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
43,10078,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
44,10079,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
45,10080,7.422498457,5.918928325,1.00869785521271,0.438928951786115,0.22455960665242,0.653908571670835
46,10091,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
47,10092,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
48,10093,7.578037279,5.289804492,1.00850088894367,0.363473603150835,0.155222311154626,0.475910161762585
49,10094,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
50,10096,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
51,10097,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
52,10098,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
53,10099,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
54,10100,7.527887044,5.38520298,1.02623745029972,0.682671781154032,0.268168125536744,1.32859683595548
